,transaction_id,item,quantity,price_per_unit,total_spent,transaction_date,transaction_month,transaction_month_name,transaction_day_name
4097,txn_7347515,smoothie,3,4.0,12.0,2023-04-25,4,April,Tuesday
4098,txn_1940330,tea,4,1.5,6.0,2023-01-12,1,January,Thursday
4099,txn_1576355,coffee,4,2.0,8.0,2023-10-20,10,October,Friday
4100,txn_8615635,cookie,4,1.0,4.0,2023-01-12,1,January,Thursday
4101,txn_9511794,cookie,1,1.0,1.0,2023-06-10,6,June,Saturday
4102,txn_9024781,smoothie,4,4.0,16.0,2023-09-12,9,September,Tuesday
4103,txn_7771526,juice,1,3.0,3.0,2023-04-28,4,April,Friday
4104,txn_7070302,salad,3,5.0,15.0,2023-04-30,4,April,Sunday
4105,txn_6511228,salad,4,5.0,20.0,2023-11-01,11,November,Wednesday
4106,txn_5320512,tea,5,1.5,7.5,2023-04-25,4,April,Tuesday
4107,txn_2972777,juice,4,3.0,12.0,2023-04-08,4,April,Saturday
4108,txn_8591813,coffee,3,2.0,6.0,2023-10-31,10,October,Tuesday
4109,txn_4095768,salad,5,5.0,25.0,2023-06-18,6,June,Sunday
4110,txn_9107508,coffee,1,2.0,2.0,2023-06-06,6,June,Tuesday
4111,txn_2791987,smoothie,1,4.0,4.0,2023-06-23,6,June,Friday
4112,txn_6045577,coffee,3,2.0,6.0,2023-07-06,7,July,Thursday
4113,txn_5534944,tea,5,1.5,7.5,2023-01-26,1,January,Thursday
4114,txn_7887682,coffee,2,2.0,4.0,2023-06-17,6,June,Saturday
4117,txn_5839300,cake,1,3.0,3.0,2023-07-01,7,July,Saturday
4118,txn_7801115,tea,1,1.5,1.5,2023-12-18,12,December,Monday
4120,txn_7145259,juice,2,3.0,6.0,2023-11-11,11,November,Saturday
4121,txn_2817018,sandwich,3,4.0,12.0,2023-04-25,4,April,Tuesday
4122,txn_6762490,juice,5,3.0,15.0,2023-05-03,5,May,Wednesday
4124,txn_6012446,smoothie,4,4.0,16.0,2023-07-20,7,July,Thursday
4125,txn_8936086,sandwich,4,4.0,16.0,2023-11-27,11,November,Monday
4126,txn_4135134,cookie,5,1.0,5.0,2023-08-11,8,August,Friday
4127,txn_7808032,cookie,4,1.0,4.0,2023-12-19,12,December,Tuesday
4128,txn_2212234,juice,2,3.0,6.0,2023-12-22,12,December,Friday
4129,txn_8611918,salad,3,5.0,15.0,2023-06-27,6,June,Tuesday
4130,txn_5115009,cake,4,3.0,12.0,2023-02-21,2,February,Tuesday
4131,txn_9827492,tea,3,1.5,4.5,2023-07-13,7,July,Thursday
4132,txn_6344003,cake,1,3.0,3.0,2023-12-22,12,December,Friday
4133,txn_1993155,juice,1,3.0,3.0,2023-05-23,5,May,Tuesday
4134,txn_4566012,cookie,5,1.0,5.0,2023-05-10,5,May,Wednesday
4135,txn_1030539,cake,3,3.0,9.0,2023-11-06,11,November,Monday
4136,txn_3830605,coffee,1,2.0,2.0,2023-12-07,12,December,Thursday
4137,txn_5052515,tea,1,1.5,1.5,2023-09-19,9,September,Tuesday
4138,txn_5125382,coffee,1,2.0,2.0,2023-12-26,12,December,Tuesday
4139,txn_5015183,cake,2,3.0,6.0,2023-08-29,8,August,Tuesday
4140,txn_1661068,salad,3,5.0,15.0,2023-04-09,4,April,Sunday
4141,txn_9549381,juice,1,3.0,3.0,2023-11-23,11,November,Thursday
4142,txn_7812084,sandwich,4,4.0,16.0,2023-01-17,1,January,Tuesday
4143,txn_1694364,sandwich,3,4.0,12.0,2023-06-10,6,June,Saturday
4144,txn_4191925,coffee,2,2.0,4.0,2023-10-21,10,October,Saturday
4145,txn_2258091,juice,2,3.0,6.0,2023-10-11,10,October,Wednesday
4146,txn_6482262,juice,3,3.0,9.0,2023-05-13,5,May,Saturday
4147,txn_1951166,tea,2,1.5,3.0,2023-08-28,8,August,Monday
4148,txn_4552615,cake,2,3.0,6.0,2023-04-09,4,April,Sunday
4149,txn_6745856,cake,4,3.0,12.0,2023-06-16,6,June,Friday
4150,txn_4898949,salad,1,5.0,5.0,2023-09-18,9,September,Monday
4151,txn_7027560,tea,5,1.5,7.5,2023-10-05,10,October,Thursday
4153,txn_2338426,coffee,2,2.0,4.0,2023-05-07,5,May,Sunday
4154,txn_3369191,cookie,5,1.0,5.0,2023-02-07,2,February,Tuesday
4155,txn_5551020,sandwich,2,4.0,8.0,2023-01-31,1,January,Tuesday
4156,txn_9269683,sandwich,5,4.0,20.0,2023-09-26,9,September,Tuesday
4157,txn_9287350,smoothie,2,4.0,8.0,2023-01-28,1,January,Saturday
4158,txn_6541809,tea,3,1.5,4.5,2023-05-01,5,May,Monday
4159,txn_4398750,sandwich,2,4.0,8.0,2023-05-28,5,May,Sunday
4160,txn_7493097,cake,5,3.0,15.0,2023-11-04,11,November,Saturday
4161,txn_9850541,cookie,4,1.0,4.0,2023-09-02,9,September,Saturday
4162,txn_4262142,cake,2,3.0,6.0,2023-01-02,1,January,Monday
4163,txn_7153313,tea,1,1.5,1.5,2023-12-29,12,December,Friday
4164,txn_8581124,salad,2,5.0,10.0,2023-05-08,5,May,Monday
4165,txn_3589218,salad,2,5.0,10.0,2023-06-21,6,June,Wednesday
4166,txn_7303515,salad,4,5.0,20.0,2023-05-29,5,May,Monday
4167,txn_2586183,cookie,2,1.0,2.0,2023-09-04,9,September,Monday
4168,txn_2436779,cake,1,3.0,3.0,2023-05-24,5,May,Wednesday
4169,txn_4001763,juice,3,3.0,9.0,2023-05-11,5,May,Thursday
4170,txn_9317529,juice,4,3.0,12.0,2023-07-10,7,July,Monday
4171,txn_6974587,salad,3,5.0,15.0,2023-06-16,6,June,Friday
4172,txn_4379467,tea,1,1.5,1.5,2023-06-16,6,June,Friday
4173,txn_2719734,cake,5,3.0,15.0,2023-05-22,5,May,Monday
4174,txn_2887332,sandwich,5,4.0,20.0,2023-11-16,11,November,Thursday
4175,txn_8566668,sandwich,5,4.0,20.0,2023-02-12,2,February,Sunday
4176,txn_8284384,juice,2,3.0,6.0,2023-06-05,6,June,Monday
4177,txn_2139240,sandwich,4,4.0,16.0,2023-04-06,4,April,Thursday
4178,txn_5454841,cookie,5,1.0,5.0,2023-06-04,6,June,Sunday
4179,txn_8104431,tea,5,1.5,7.5,2023-03-07,3,March,Tuesday
4180,txn_5141000,smoothie,4,4.0,16.0,2023-06-16,6,June,Friday
4181,txn_2508499,tea,3,1.5,4.5,2023-02-22,2,February,Wednesday
4182,txn_4571510,smoothie,3,4.0,12.0,2023-11-19,11,November,Sunday
4183,txn_4742476,coffee,2,2.0,4.0,2023-10-27,10,October,Friday
4184,txn_8510436,cake,1,3.0,3.0,2023-07-19,7,July,Wednesday
4185,txn_7509630,cookie,3,1.0,3.0,2023-04-20,4,April,Thursday
4186,txn_5276301,cake,3,3.0,9.0,2023-03-13,3,March,Monday
4187,txn_4977130,sandwich,1,4.0,4.0,2023-07-08,7,July,Saturday
4188,txn_4293196,cookie,3,1.0,3.0,2023-06-17,6,June,Saturday
4189,txn_9284099,cake,2,3.0,6.0,2023-07-20,7,July,Thursday
4190,txn_1900411,salad,3,5.0,15.0,2023-09-24,9,September,Sunday
4191,txn_7454416,tea,1,1.5,1.5,2023-12-07,12,December,Thursday
4192,txn_4178899,coffee,2,2.0,4.0,2023-04-05,4,April,Wednesday
4193,txn_9027002,smoothie,4,4.0,16.0,2023-12-31,12,December,Sunday
4194,txn_6587399,smoothie,1,4.0,4.0,2023-08-08,8,August,Tuesday
4195,txn_7179013,juice,5,3.0,15.0,2023-05-06,5,May,Saturday
4196,txn_7694559,cookie,3,1.0,3.0,2023-05-05,5,May,Friday
4197,txn_4391496,sandwich,1,4.0,4.0,2023-02-20,2,February,Monday
4198,txn_5668193,coffee,5,2.0,10.0,2023-08-14,8,August,Monday
4199,txn_1448501,cake,4,3.0,12.0,2023-09-10,9,September,Sunday
4200,txn_7139869,tea,1,1.5,1.5,2023-06-22,6,June,Thursday
4201,txn_6419668,sandwich,3,4.0,12.0,2023-04-29,4,April,Saturday
4202,txn_8810001,smoothie,5,4.0,20.0,2023-12-23,12,December,Saturday
4203,txn_5647773,salad,2,5.0,10.0,2023-07-20,7,July,Thursday
4204,txn_4439120,cookie,2,1.0,2.0,2023-03-31,3,March,Friday
4205,txn_4613510,cake,5,3.0,15.0,2023-02-16,2,February,Thursday
4206,txn_7937275,cake,4,3.0,12.0,2023-09-18,9,September,Monday
4207,txn_7565052,smoothie,5,4.0,20.0,2023-06-18,6,June,Sunday
4208,txn_2044375,salad,1,5.0,5.0,2023-01-05,1,January,Thursday
4209,txn_1772692,smoothie,3,4.0,12.0,2023-09-05,9,September,Tuesday
4210,txn_6399545,sandwich,4,4.0,16.0,2023-03-22,3,March,Wednesday
4213,txn_4049031,coffee,5,2.0,10.0,2023-08-22,8,August,Tuesday
4214,txn_1328968,tea,1,1.5,1.5,2023-06-28,6,June,Wednesday
4216,txn_2080228,juice,1,3.0,3.0,2023-06-21,6,June,Wednesday
4217,txn_7416880,cake,1,3.0,3.0,2023-07-20,7,July,Thursday
4218,txn_1360379,tea,1,1.5,1.5,2023-08-23,8,August,Wednesday
4219,txn_9617454,smoothie,1,4.0,4.0,2023-08-22,8,August,Tuesday
4220,txn_6421446,cake,2,3.0,6.0,2023-09-17,9,September,Sunday
4221,txn_6272674,coffee,3,2.0,6.0,2023-09-12,9,September,Tuesday
4222,txn_6805882,cookie,4,1.0,4.0,2023-09-04,9,September,Monday
4223,txn_1475459,tea,4,1.5,6.0,2023-11-09,11,November,Thursday
4224,txn_2825812,cake,3,3.0,9.0,2023-06-26,6,June,Monday
4226,txn_5398922,salad,1,5.0,5.0,2023-01-10,1,January,Tuesday
4227,txn_3458602,cake,2,3.0,6.0,2023-11-18,11,November,Saturday
4228,txn_6571440,smoothie,2,4.0,8.0,2023-01-18,1,January,Wednesday
4229,txn_1368769,cookie,3,1.0,3.0,2023-06-02,6,June,Friday
4230,txn_4343848,cookie,5,1.0,5.0,2023-07-16,7,July,Sunday
4231,txn_7656355,sandwich,3,4.0,12.0,2023-09-11,9,September,Monday
4232,txn_4434005,cookie,1,1.0,1.0,2023-03-20,3,March,Monday
4234,txn_9177867,tea,3,1.5,4.5,2023-09-14,9,September,Thursday
4235,txn_8158986,cookie,5,1.0,5.0,2023-12-10,12,December,Sunday
4236,txn_9882625,sandwich,1,4.0,4.0,2023-03-26,3,March,Sunday
4237,txn_8937461,cookie,5,1.0,5.0,2023-12-22,12,December,Friday
4238,txn_2485272,tea,4,1.5,6.0,2023-06-30,6,June,Friday
4239,txn_4085337,smoothie,3,4.0,12.0,2023-10-25,10,October,Wednesday
4240,txn_6838802,coffee,1,2.0,2.0,2023-08-29,8,August,Tuesday
4241,txn_2114182,cookie,3,1.0,3.0,2023-07-28,7,July,Friday
4242,txn_8417552,coffee,1,2.0,2.0,2023-12-09,12,December,Saturday
4243,txn_4126189,tea,1,1.5,1.5,2023-09-30,9,September,Saturday
4244,txn_1892454,juice,1,3.0,3.0,2023-07-19,7,July,Wednesday
4245,txn_9592941,tea,5,1.5,7.5,2023-04-08,4,April,Saturday
4246,txn_1063342,sandwich,5,4.0,20.0,2023-01-13,1,January,Friday
4247,txn_4407203,cookie,4,1.0,4.0,2023-08-21,8,August,Monday
4248,txn_7153885,salad,1,5.0,5.0,2023-05-22,5,May,Monday
4250,txn_5279972,smoothie,4,4.0,16.0,2023-01-07,1,January,Saturday
4251,txn_6953244,smoothie,5,4.0,20.0,2023-09-13,9,September,Wednesday
4252,txn_5347792,salad,3,5.0,15.0,2023-02-10,2,February,Friday
4254,txn_1574190,smoothie,3,4.0,12.0,2023-12-17,12,December,Sunday
4256,txn_9550629,smoothie,1,4.0,4.0,2023-02-06,2,February,Monday
4258,txn_3986639,salad,1,5.0,5.0,2023-10-09,10,October,Monday
4259,txn_3227673,cookie,1,1.0,1.0,2023-10-13,10,October,Friday
4260,txn_2915287,salad,1,5.0,5.0,2023-01-16,1,January,Monday
4261,txn_2513558,juice,4,3.0,12.0,2023-10-11,10,October,Wednesday
4262,txn_7460497,cake,5,3.0,15.0,2023-11-13,11,November,Monday
4263,txn_1607471,sandwich,2,4.0,8.0,2023-01-03,1,January,Tuesday
4264,txn_1244739,salad,2,5.0,10.0,2023-09-13,9,September,Wednesday
4265,txn_7878672,coffee,1,2.0,2.0,2023-10-25,10,October,Wednesday
4266,txn_6807913,juice,3,3.0,9.0,2023-01-22,1,January,Sunday
4267,txn_6438869,juice,5,3.0,15.0,2023-10-30,10,October,Monday
4268,txn_1047204,cookie,3,1.0,3.0,2023-04-13,4,April,Thursday
4269,txn_6017458,salad,5,5.0,25.0,2023-04-23,4,April,Sunday
4270,txn_4311086,cake,4,3.0,12.0,2023-10-10,10,October,Tuesday
4271,txn_1075446,cookie,4,1.0,4.0,2023-07-17,7,July,Monday
4272,txn_8958723,sandwich,4,4.0,16.0,2023-11-12,11,November,Sunday
4273,txn_2206740,coffee,3,2.0,6.0,2023-06-07,6,June,Wednesday
4274,txn_2337113,coffee,1,2.0,2.0,2023-11-19,11,November,Sunday
4275,txn_2417721,coffee,4,2.0,8.0,2023-10-20,10,October,Friday
4276,txn_5808539,sandwich,1,4.0,4.0,2023-06-30,6,June,Friday
4277,txn_6574910,cookie,1,1.0,1.0,2023-09-13,9,September,Wednesday
4278,txn_5342900,cake,5,3.0,15.0,2023-07-12,7,July,Wednesday
4280,txn_2853459,tea,4,1.5,6.0,2023-08-14,8,August,Monday
4281,txn_3379182,juice,4,3.0,12.0,2023-06-03,6,June,Saturday
4282,txn_9629448,tea,2,1.5,3.0,2023-02-22,2,February,Wednesday
4283,txn_8233101,salad,2,5.0,10.0,2023-02-12,2,February,Sunday
4284,txn_1247244,sandwich,1,4.0,4.0,2023-12-27,12,December,Wednesday
4285,txn_4292280,cake,4,3.0,12.0,2023-01-01,1,January,Sunday
4286,txn_3670476,tea,3,1.5,4.5,2023-03-25,3,March,Saturday
4287,txn_4506936,cookie,1,1.0,1.0,2023-03-20,3,March,Monday
4289,txn_2827994,cake,5,3.0,15.0,2023-12-04,12,December,Monday
4290,txn_5342051,sandwich,3,4.0,12.0,2023-04-21,4,April,Friday
4291,txn_7924635,smoothie,5,4.0,20.0,2023-02-21,2,February,Tuesday
4292,txn_5958999,tea,2,1.5,3.0,2023-04-13,4,April,Thursday
4293,txn_9098841,cake,1,3.0,3.0,2023-08-07,8,August,Monday
4294,txn_9723314,coffee,4,2.0,8.0,2023-10-10,10,October,Tuesday
4295,txn_2311186,smoothie,3,4.0,12.0,2023-07-16,7,July,Sunday
4297,txn_4659573,cake,5,3.0,15.0,2023-05-15,5,May,Monday
4298,txn_3920436,juice,2,3.0,6.0,2023-11-19,11,November,Sunday
4301,txn_8710758,sandwich,3,4.0,12.0,2023-01-12,1,January,Thursday
4302,txn_4873180,tea,5,1.5,7.5,2023-01-17,1,January,Tuesday
4303,txn_9643918,cookie,3,1.0,3.0,2023-07-21,7,July,Friday
4304,txn_9997620,cookie,2,1.0,2.0,2023-12-11,12,December,Monday
4305,txn_2830671,sandwich,1,4.0,4.0,2023-11-08,11,November,Wednesday
4307,txn_5898238,coffee,5,2.0,10.0,2023-06-29,6,June,Thursday
4308,txn_5337074,cookie,3,1.0,3.0,2023-01-12,1,January,Thursday
4309,txn_9774186,tea,3,1.5,4.5,2023-07-03,7,July,Monday
4311,txn_7268802,salad,2,5.0,10.0,2023-04-10,4,April,Monday
4312,txn_3894735,juice,5,3.0,15.0,2023-03-10,3,March,Friday
4313,txn_1842981,tea,5,1.5,7.5,2023-04-12,4,April,Wednesday
4314,txn_1720238,salad,5,5.0,25.0,2023-05-08,5,May,Monday
4315,txn_8520687,salad,5,5.0,25.0,2023-04-21,4,April,Friday
4316,txn_5793417,sandwich,2,4.0,8.0,2023-12-29,12,December,Friday
4317,txn_2927909,cake,4,3.0,12.0,2023-10-04,10,October,Wednesday
4318,txn_3412484,cake,4,3.0,12.0,2023-09-06,9,September,Wednesday
4320,txn_4048203,smoothie,2,4.0,8.0,2023-12-13,12,December,Wednesday
4322,txn_6841304,cake,1,3.0,3.0,2023-03-13,3,March,Monday
4323,txn_2156454,cookie,5,1.0,5.0,2023-08-17,8,August,Thursday
4325,txn_4781960,juice,1,3.0,3.0,2023-03-28,3,March,Tuesday
4326,txn_4381404,salad,5,5.0,25.0,2023-08-15,8,August,Tuesday
4328,txn_3982257,coffee,2,2.0,4.0,2023-07-23,7,July,Sunday
4329,txn_1463795,coffee,5,2.0,10.0,2023-08-04,8,August,Friday
4330,txn_7454894,tea,1,1.5,1.5,2023-07-25,7,July,Tuesday
4331,txn_5930304,sandwich,2,4.0,8.0,2023-11-02,11,November,Thursday
4332,txn_4249989,coffee,4,2.0,8.0,2023-01-22,1,January,Sunday
4333,txn_2957017,sandwich,5,4.0,20.0,2023-06-13,6,June,Tuesday
4334,txn_2733833,cake,4,3.0,12.0,2023-09-09,9,September,Saturday
4335,txn_6585794,smoothie,5,4.0,20.0,2023-02-15,2,February,Wednesday
4336,txn_5721846,cookie,3,1.0,3.0,2023-04-14,4,April,Friday
4337,txn_6487493,salad,3,5.0,15.0,2023-03-13,3,March,Monday
4340,txn_9395087,tea,1,1.5,1.5,2023-06-12,6,June,Monday
4341,txn_4477559,juice,5,3.0,15.0,2023-10-02,10,October,Monday
4342,txn_5542033,sandwich,3,4.0,12.0,2023-06-26,6,June,Monday
4343,txn_8850984,sandwich,3,4.0,12.0,2023-05-27,5,May,Saturday
4344,txn_1710823,salad,2,5.0,10.0,2023-01-27,1,January,Friday
4345,txn_6575440,tea,1,1.5,1.5,2023-02-05,2,February,Sunday
4346,txn_5225537,tea,5,1.5,7.5,2023-11-04,11,November,Saturday
4347,txn_1583315,cookie,3,1.0,3.0,2023-10-17,10,October,Tuesday
4348,txn_8130122,sandwich,2,4.0,8.0,2023-10-23,10,October,Monday
4349,txn_3587444,juice,2,3.0,6.0,2023-02-03,2,February,Friday
4350,txn_7053280,coffee,5,2.0,10.0,2023-05-28,5,May,Sunday
4351,txn_9407000,sandwich,4,4.0,16.0,2023-10-03,10,October,Tuesday
4352,txn_3017917,cookie,3,1.0,3.0,2023-08-31,8,August,Thursday
4353,txn_8090925,cookie,3,1.0,3.0,2023-07-11,7,July,Tuesday
4354,txn_7738013,salad,5,5.0,25.0,2023-11-28,11,November,Tuesday
4355,txn_8542781,cake,2,3.0,6.0,2023-05-18,5,May,Thursday
4356,txn_6617283,tea,4,1.5,6.0,2023-06-09,6,June,Friday
4357,txn_1461221,salad,2,5.0,10.0,2023-04-30,4,April,Sunday
4358,txn_2056358,coffee,3,2.0,6.0,2023-09-17,9,September,Sunday
4359,txn_1858674,smoothie,2,4.0,8.0,2023-04-09,4,April,Sunday
4360,txn_2251009,cookie,5,1.0,5.0,2023-04-02,4,April,Sunday
4361,txn_5616473,sandwich,4,4.0,16.0,2023-07-28,7,July,Friday
4362,txn_7022398,sandwich,4,4.0,16.0,2023-12-23,12,December,Saturday
4364,txn_7379939,cookie,1,1.0,1.0,2023-04-21,4,April,Friday
4366,txn_1004184,smoothie,1,4.0,4.0,2023-05-18,5,May,Thursday
4367,txn_4141868,tea,3,1.5,4.5,2023-02-08,2,February,Wednesday
4368,txn_9871971,smoothie,3,4.0,12.0,2023-10-06,10,October,Friday
4369,txn_4168771,coffee,5,2.0,10.0,2023-08-02,8,August,Wednesday
4370,txn_6328925,salad,4,5.0,20.0,2023-09-05,9,September,Tuesday
4371,txn_1226662,salad,1,5.0,5.0,2023-06-17,6,June,Saturday
4372,txn_7562171,tea,1,1.5,1.5,2023-09-02,9,September,Saturday
4373,txn_6843677,coffee,4,2.0,8.0,2023-09-09,9,September,Saturday
4374,txn_2980632,cookie,3,1.0,3.0,2023-01-14,1,January,Saturday
4375,txn_2609762,coffee,5,2.0,10.0,2023-07-26,7,July,Wednesday
4376,txn_7253734,sandwich,5,4.0,20.0,2023-09-28,9,September,Thursday
4377,txn_6679600,coffee,1,2.0,2.0,2023-03-15,3,March,Wednesday
4379,txn_8279992,juice,5,3.0,15.0,2023-07-03,7,July,Monday
4380,txn_5722123,cake,4,3.0,12.0,2023-11-23,11,November,Thursday
4381,txn_3446174,cake,5,3.0,15.0,2023-10-31,10,October,Tuesday
4382,txn_3518261,sandwich,2,4.0,8.0,2023-08-05,8,August,Saturday
4383,txn_5927925,juice,4,3.0,12.0,2023-11-02,11,November,Thursday
4384,txn_5101593,cake,5,3.0,15.0,2023-01-25,1,January,Wednesday
4385,txn_1578981,cake,1,3.0,3.0,2023-05-15,5,May,Monday
4386,txn_7876388,cookie,4,1.0,4.0,2023-10-05,10,October,Thursday
4387,txn_5939363,tea,5,1.5,7.5,2023-02-14,2,February,Tuesday
4388,txn_1636908,cake,4,3.0,12.0,2023-10-17,10,October,Tuesday
4389,txn_5221688,coffee,2,2.0,4.0,2023-07-03,7,July,Monday
4390,txn_1196923,smoothie,2,4.0,8.0,2023-04-27,4,April,Thursday
4391,txn_8944698,coffee,3,2.0,6.0,2023-09-15,9,September,Friday
4393,txn_2167159,cake,2,3.0,6.0,2023-04-06,4,April,Thursday
4394,txn_7811387,cookie,5,1.0,5.0,2023-11-30,11,November,Thursday
4395,txn_1884923,coffee,4,2.0,8.0,2023-05-11,5,May,Thursday
4396,txn_8215595,tea,2,1.5,3.0,2023-11-23,11,November,Thursday
4398,txn_9857674,tea,5,1.5,7.5,2023-06-12,6,June,Monday
4400,txn_6035512,cake,5,3.0,15.0,2023-02-19,2,February,Sunday
4401,txn_1398769,smoothie,1,4.0,4.0,2023-06-02,6,June,Friday
4402,txn_6874354,sandwich,4,4.0,16.0,2023-03-23,3,March,Thursday
4403,txn_9690711,cookie,2,1.0,2.0,2023-09-13,9,September,Wednesday
4404,txn_5620636,tea,4,1.5,6.0,2023-06-12,6,June,Monday
4405,txn_7234224,cake,3,3.0,9.0,2023-10-31,10,October,Tuesday
4406,txn_3844347,sandwich,4,4.0,16.0,2023-10-04,10,October,Wednesday
4407,txn_4507533,cake,1,3.0,3.0,2023-08-31,8,August,Thursday
4408,txn_7636238,sandwich,4,4.0,16.0,2023-03-27,3,March,Monday
4409,txn_8913153,smoothie,2,4.0,8.0,2023-09-02,9,September,Saturday
4410,txn_7595206,sandwich,5,4.0,20.0,2023-12-02,12,December,Saturday
4411,txn_8424592,smoothie,4,4.0,16.0,2023-11-09,11,November,Thursday
4413,txn_2000406,cake,2,3.0,6.0,2023-06-06,6,June,Tuesday
4414,txn_3105786,smoothie,3,4.0,12.0,2023-10-04,10,October,Wednesday
4415,txn_7820220,cake,3,3.0,9.0,2023-03-16,3,March,Thursday
4416,txn_5880883,sandwich,5,4.0,20.0,2023-02-02,2,February,Thursday
4417,txn_4447856,smoothie,2,4.0,8.0,2023-09-11,9,September,Monday
4418,txn_6613909,cake,4,3.0,12.0,2023-06-30,6,June,Friday
4419,txn_5331924,sandwich,2,4.0,8.0,2023-06-30,6,June,Friday
4420,txn_9090433,cookie,2,1.0,2.0,2023-07-12,7,July,Wednesday
4422,txn_9811033,cookie,3,1.0,3.0,2023-11-30,11,November,Thursday
4423,txn_5452419,coffee,4,2.0,8.0,2023-01-25,1,January,Wednesday
4424,txn_5384343,juice,1,3.0,3.0,2023-03-29,3,March,Wednesday
4425,txn_6580743,coffee,1,2.0,2.0,2023-12-18,12,December,Monday
4426,txn_8361821,tea,5,1.5,7.5,2023-06-30,6,June,Friday
4427,txn_2103626,juice,3,3.0,9.0,2023-04-23,4,April,Sunday
4428,txn_1891141,juice,4,3.0,12.0,2023-10-25,10,October,Wednesday
4429,txn_1252575,tea,1,1.5,1.5,2023-10-16,10,October,Monday
4431,txn_6723498,salad,3,5.0,15.0,2023-01-28,1,January,Saturday
4432,txn_1852224,tea,4,1.5,6.0,2023-01-06,1,January,Friday
4433,txn_5247378,sandwich,2,4.0,8.0,2023-06-16,6,June,Friday
4434,txn_8786479,coffee,4,2.0,8.0,2023-05-29,5,May,Monday
4435,txn_5108439,salad,2,5.0,10.0,2023-05-06,5,May,Saturday
4436,txn_4993989,smoothie,2,4.0,8.0,2023-11-15,11,November,Wednesday
4437,txn_8004510,cake,3,3.0,9.0,2023-12-29,12,December,Friday
4438,txn_8541473,coffee,3,2.0,6.0,2023-08-02,8,August,Wednesday
4439,txn_8917822,cake,2,3.0,6.0,2023-12-12,12,December,Tuesday
4440,txn_8108731,juice,5,3.0,15.0,2023-08-13,8,August,Sunday
4441,txn_4570750,coffee,1,2.0,2.0,2023-05-18,5,May,Thursday
4442,txn_1190151,juice,5,3.0,15.0,2023-08-14,8,August,Monday
4443,txn_8304002,juice,1,3.0,3.0,2023-05-02,5,May,Tuesday
4444,txn_4341764,coffee,2,2.0,4.0,2023-12-02,12,December,Saturday
4447,txn_1046384,smoothie,1,4.0,4.0,2023-06-09,6,June,Friday
4448,txn_1736630,tea,5,1.5,7.5,2023-07-16,7,July,Sunday
4449,txn_8287437,tea,2,1.5,3.0,2023-03-16,3,March,Thursday
4450,txn_4153132,salad,3,5.0,15.0,2023-03-21,3,March,Tuesday
4451,txn_3243410,tea,2,1.5,3.0,2023-10-30,10,October,Monday
4452,txn_3061634,coffee,1,2.0,2.0,2023-03-17,3,March,Friday
4453,txn_7433308,salad,4,5.0,20.0,2023-02-14,2,February,Tuesday
4454,txn_6991736,juice,2,3.0,6.0,2023-11-07,11,November,Tuesday
4455,txn_7334272,sandwich,2,4.0,8.0,2023-07-07,7,July,Friday
4457,txn_9072093,cookie,1,1.0,1.0,2023-03-06,3,March,Monday
4458,txn_4705417,salad,5,5.0,25.0,2023-12-14,12,December,Thursday
4459,txn_8145970,juice,5,3.0,15.0,2023-10-26,10,October,Thursday
4460,txn_1910553,smoothie,5,4.0,20.0,2023-10-01,10,October,Sunday
4461,txn_9115899,cake,2,3.0,6.0,2023-02-23,2,February,Thursday
4463,txn_6020552,sandwich,2,4.0,8.0,2023-01-14,1,January,Saturday
4464,txn_7970906,coffee,4,2.0,8.0,2023-03-07,3,March,Tuesday
4465,txn_5317458,salad,2,5.0,10.0,2023-01-22,1,January,Sunday
4466,txn_6913384,tea,3,1.5,4.5,2023-09-18,9,September,Monday
4467,txn_1910487,sandwich,3,4.0,12.0,2023-08-14,8,August,Monday
4468,txn_6142549,juice,3,3.0,9.0,2023-03-12,3,March,Sunday
4469,txn_7266318,sandwich,1,4.0,4.0,2023-01-16,1,January,Monday
4470,txn_4390911,salad,2,5.0,10.0,2023-12-19,12,December,Tuesday
4471,txn_1445532,coffee,3,2.0,6.0,2023-03-03,3,March,Friday
4472,txn_8841996,sandwich,2,4.0,8.0,2023-12-09,12,December,Saturday
4474,txn_2563505,sandwich,1,4.0,4.0,2023-10-27,10,October,Friday
4475,txn_5183674,coffee,2,2.0,4.0,2023-04-13,4,April,Thursday
4476,txn_6748199,salad,2,5.0,10.0,2023-07-23,7,July,Sunday
4477,txn_3463281,cake,5,3.0,15.0,2023-10-06,10,October,Friday
4478,txn_5795475,tea,3,1.5,4.5,2023-09-21,9,September,Thursday
4479,txn_2322399,salad,4,5.0,20.0,2023-04-15,4,April,Saturday
4480,txn_5865534,smoothie,4,4.0,16.0,2023-10-16,10,October,Monday
4482,txn_5159669,tea,4,1.5,6.0,2023-09-30,9,September,Saturday
4483,txn_4268051,cookie,1,1.0,1.0,2023-05-05,5,May,Friday
4484,txn_8120958,cookie,5,1.0,5.0,2023-06-21,6,June,Wednesday
4486,txn_5530097,juice,2,3.0,6.0,2023-12-19,12,December,Tuesday
4487,txn_7805241,salad,4,5.0,20.0,2023-04-16,4,April,Sunday
4488,txn_2427834,tea,4,1.5,6.0,2023-06-15,6,June,Thursday
4489,txn_6949949,salad,3,5.0,15.0,2023-05-14,5,May,Sunday
4490,txn_9094261,juice,2,3.0,6.0,2023-05-15,5,May,Monday
